Lon,Lat,YearDay,Time,Satellite,Method,Ecosystem,FRP
-86.730000,31.020000,2020001,"2206",GOES-EAST,ANALYSIS,27,-999.000
-82.568000,32.523000,2020001,"2246",GOES-EAST,ANALYSIS,27,-999.000
-80.839000,26.514000,2020002,"1356",GOES-EAST,ABI,31,20.760
-80.839000,26.514000,2020002,"1400",GOES-EAST,ABI,31,29.859
-80.789000,26.456000,2020002,"1400",GOES-EAST,ANALYSIS,31,-999.000
-80.508000,26.487000,2020002,"1400",GOES-EAST,ANALYSIS,57,-999.000
-80.793000,26.449000,2020002,"1410",GOES-EAST,ABI,31,108.942
-80.795000,26.471000,2020002,"1410",GOES-EAST,ABI,31,133.741
-80.570000,26.512000,2020002,"1410",GOES-EAST,ABI,27,40.665
-80.569000,26.507000,2020002,"1410",GOES-EAST,ANALYSIS,27,-999.000
-80.616000,27.034000,2020002,"1410",GOES-EAST,ANALYSIS,35,-999.000
-80.793000,26.449000,2020002,"1411",GOES-EAST,ABI,31,230.334
-80.795000,26.471000,2020002,"1411",GOES-EAST,ABI,31,190.063
-80.631000,26.534000,2020002,"1416",GOES-EAST,ANALYSIS,31,-999.000
-80.652000,26.512000,2020002,"1420",GOES-EAST,ABI,31,54.314
-80.821000,26.557000,2020002,"1420",GOES-EAST,ABI,31,95.416
-80.336000,26.769000,2020002,"1420",GOES-EAST,ABI,35,21.624
-80.419000,26.770000,2020002,"1420",GOES-EAST,ABI,94,76.328
-80.627000,26.793000,2020002,"1420",GOES-EAST,ABI,27,24.133
-80.420000,26.783000,2020002,"1421",GOES-EAST,ANALYSIS,57,-999.000
-80.588000,26.469000,2020002,"1426",GOES-EAST,ABI,57,54.318
-80.881000,26.536000,2020002,"1426",GOES-EAST,ABI,27,26.978
-80.521000,26.749000,2020002,"1426",GOES-EAST,ABI,94,34.673
-80.492000,26.570000,2020002,"1426",GOES-EAST,ANALYSIS,27,-999.000
-80.521000,26.749000,2020002,"1430",GOES-EAST,ABI,94,81.232
-80.980000,26.796000,2020002,"1436",GOES-EAST,ABI,94,29.537
-80.876000,26.517000,2020002,"1436",GOES-EAST,ANALYSIS,27,-999.000
-80.841000,26.557000,2020002,"1436",GOES-EAST,ANALYSIS,94,-999.000
-80.881000,26.536000,2020002,"1440",GOES-EAST,ABI,27,110.229
-80.891000,26.687000,2020002,"1440",GOES-EAST,ABI,27,81.624
-81.285000,26.691000,2020002,"1440",GOES-EAST,ABI,56,116.045
-81.287000,26.712000,2020002,"1440",GOES-EAST,ABI,56,254.454
-80.980000,26.796000,2020002,"1440",GOES-EAST,ABI,94,79.155
-80.891000,26.687000,2020002,"1441",GOES-EAST,ABI,27,70.749
-80.936000,26.664000,2020002,"1441",GOES-EAST,ANALYSIS,94,-999.000
-80.887000,26.704000,2020002,"1441",GOES-EAST,ANALYSIS,94,-999.000
-80.495000,26.534000,2020002,"1446",GOES-EAST,ANALYSIS,31,-999.000
-80.497000,26.550000,2020002,"1446",GOES-EAST,ANALYSIS,94,-999.000
-80.476000,26.684000,2020002,"1450",GOES-EAST,ABI,31,93.813
-80.611000,26.791000,2020002,"1451",GOES-EAST,ANALYSIS,24,-999.000
-81.018000,26.732000,2020002,"1456",GOES-EAST,ABI,94,37.699
-80.631000,27.055000,2020002,"1456",GOES-EAST,ANALYSIS,30,-999.000
-80.483000,26.814000,2020002,"1500",GOES-EAST,ABI,27,58.285
-80.464000,26.812000,2020002,"1501",GOES-EAST,ANALYSIS,57,-999.000
-80.619000,26.773000,2020002,"1506",GOES-EAST,ANALYSIS,27,-999.000
-80.551000,26.555000,2020002,"1510",GOES-EAST,ABI,31,200.393
-80.434000,26.684000,2020002,"1510",GOES-EAST,ABI,27,23.411
-80.559000,26.685000,2020002,"1510",GOES-EAST,ABI,31,40.151
-81.018000,26.732000,2020002,"1510",GOES-EAST,ABI,94,55.781
-80.666000,26.750000,2020002,"1510",GOES-EAST,ABI,27,34.018
-80.551000,26.555000,2020002,"1511",GOES-EAST,ABI,31,218.748
-80.666000,26.750000,2020002,"1511",GOES-EAST,ABI,27,31.732
-81.188000,26.798000,2020002,"1520",GOES-EAST,ABI,31,40.111
-80.555000,26.575000,2020002,"1521",GOES-EAST,ANALYSIS,31,-999.000
-81.192000,26.819000,2020002,"1521",GOES-EAST,ANALYSIS,31,-999.000
-80.905000,26.579000,2020002,"1526",GOES-EAST,ABI,27,67.066
-80.992000,26.645000,2020002,"1526",GOES-EAST,ABI,94,21.099
-80.544000,26.698000,2020002,"1526",GOES-EAST,ANALYSIS,31,-999.000
-80.905000,26.579000,2020002,"1530",GOES-EAST,ABI,27,108.734
-80.992000,26.645000,2020002,"1530",GOES-EAST,ABI,94,23.831
-81.000000,26.728000,2020002,"1531",GOES-EAST,ANALYSIS,94,-999.000
-81.167000,26.816000,2020002,"1546",GOES-EAST,ANALYSIS,31,-999.000
-80.814000,26.541000,2020002,"1551",GOES-EAST,ANALYSIS,31,-999.000
-81.034000,26.814000,2020002,"1606",GOES-EAST,ANALYSIS,94,-999.000
-81.044000,26.818000,2020002,"1610",GOES-EAST,ABI,94,25.547
-81.869000,26.845000,2020002,"1611",GOES-EAST,ANALYSIS,35,-999.000
-81.878000,26.848000,2020002,"1620",GOES-EAST,ABI,35,33.544
-80.599000,26.663000,2020002,"1630",GOES-EAST,ABI,27,146.439
-80.620000,26.663000,2020002,"1630",GOES-EAST,ABI,27,90.591
-80.597000,26.642000,2020002,"1631",GOES-EAST,ANALYSIS,27,-999.000
-80.483000,26.792000,2020002,"1636",GOES-EAST,ANALYSIS,27,-999.000
-83.188000,30.487000,2020002,"1710",GOES-EAST,ABI,94,27.617
-81.941000,29.880000,2020002,"1730",GOES-EAST,ABI,27,147.959
-81.943000,29.903000,2020002,"1730",GOES-EAST,ABI,94,121.343
-80.905000,27.251000,2020002,"1740",GOES-EAST,ABI,94,35.130
-82.831000,29.462000,2020002,"1740",GOES-EAST,ABI,94,49.419
-82.283000,28.562000,2020002,"1806",GOES-EAST,ABI,56,30.075
-80.905000,27.254000,2020002,"1806",GOES-EAST,ANALYSIS,94,-999.000
-82.262000,28.562000,2020002,"1810",GOES-EAST,ABI,56,25.500
-82.122000,27.591000,2020002,"1820",GOES-EAST,ABI,56,44.295
-80.892000,27.710000,2020002,"1820",GOES-EAST,ABI,94,49.513
-80.783000,26.622000,2020002,"1830",GOES-EAST,ABI,31,93.380
-81.813000,27.960000,2020002,"1850",GOES-EAST,ABI,35,23.537
-81.896000,30.380000,2020002,"1850",GOES-EAST,ABI,27,49.085
-81.918000,30.380000,2020002,"1850",GOES-EAST,ABI,27,56.783
-81.602000,27.367000,2020002,"1900",GOES-EAST,ABI,94,34.703
-80.917000,27.448000,2020002,"1900",GOES-EAST,ABI,94,19.447
-82.316000,29.975000,2020002,"1900",GOES-EAST,ABI,27,33.866
-83.612000,30.791000,2020002,"1900",GOES-EAST,ABI,31,38.687
-81.602000,27.367000,2020002,"1901",GOES-EAST,ABI,94,36.735
-82.772000,29.529000,2020002,"1910",GOES-EAST,ABI,94,107.821
-82.775000,29.552000,2020002,"1910",GOES-EAST,ABI,94,389.396
-82.796000,29.552000,2020002,"1910",GOES-EAST,ABI,31,317.854
-84.548000,30.529000,2020002,"1910",GOES-EAST,ABI,27,27.343
-84.570000,30.530000,2020002,"1910",GOES-EAST,ABI,27,28.066
-82.796000,29.552000,2020002,"1911",GOES-EAST,ABI,31,176.613
-82.603000,29.798000,2020002,"1930",GOES-EAST,ABI,94,53.627
-84.567000,29.937000,2020002,"1930",GOES-EAST,ABI,27,59.554
-80.738000,26.556000,2020002,"1940",GOES-EAST,ABI,94,195.620
-77.084000,26.450000,2020002,"1950",GOES-EAST,ABI,24,25.071
-80.378000,26.791000,2020002,"2000",GOES-EAST,ABI,56,39.484
-82.679000,29.686000,2020002,"2000",GOES-EAST,ABI,27,30.918
-84.558000,30.621000,2020002,"2050",GOES-EAST,ABI,27,43.571
-80.629000,26.469000,2020002,"2100",GOES-EAST,ABI,31,25.031
-80.931000,26.666000,2020002,"2150",GOES-EAST,ABI,94,178.517
-80.952000,26.666000,2020002,"2150",GOES-EAST,ABI,94,152.818
-82.424000,29.317000,2020003,"1346",GOES-EAST,ANALYSIS,56,-999.000
-80.553000,26.577000,2020003,"1410",GOES-EAST,ABI,31,23.297
-80.559000,26.685000,2020003,"1410",GOES-EAST,ABI,31,59.695
-80.559000,26.685000,2020003,"1411",GOES-EAST,ABI,31,80.725
-80.633000,26.534000,2020003,"1420",GOES-EAST,ABI,31,57.000
-80.654000,26.534000,2020003,"1420",GOES-EAST,ABI,43,73.970
-80.620000,27.031000,2020003,"1420",GOES-EAST,ABI,94,129.230
-80.622000,27.053000,2020003,"1420",GOES-EAST,ABI,31,137.281
-80.654000,26.534000,2020003,"1421",GOES-EAST,ABI,43,78.305
-80.783000,26.622000,2020003,"1421",GOES-EAST,ABI,31,42.768
-80.467000,26.533000,2020003,"1430",GOES-EAST,ABI,31,41.508
-80.488000,26.533000,2020003,"1430",GOES-EAST,ABI,31,40.851
-80.783000,26.622000,2020003,"1430",GOES-EAST,ABI,31,44.079
-80.514000,26.987000,2020003,"1440",GOES-EAST,ABI,56,209.631
-80.535000,26.987000,2020003,"1440",GOES-EAST,ABI,56,178.263
-80.570000,26.512000,2020003,"1441",GOES-EAST,ABI,27,32.243
-80.497000,26.684000,2020003,"1446",GOES-EAST,ABI,31,54.228
-80.485000,26.813000,2020003,"1446",GOES-EAST,ANALYSIS,27,-999.000
-80.420000,26.792000,2020003,"1450",GOES-EAST,ABI,31,24.129
-80.420000,26.792000,2020003,"1451",GOES-EAST,ABI,31,24.970
-80.570000,26.512000,2020003,"1500",GOES-EAST,ABI,27,38.532
-81.280000,26.732000,2020003,"1501",GOES-EAST,ANALYSIS,56,-999.000
-80.461000,26.792000,2020003,"1511",GOES-EAST,ABI,27,61.350
-81.190000,26.820000,2020003,"1511",GOES-EAST,ABI,94,39.251
-80.471000,26.965000,2020003,"1520",GOES-EAST,ABI,56,29.768
-80.521000,26.749000,2020003,"1521",GOES-EAST,ABI,94,114.690
-80.471000,26.965000,2020003,"1521",GOES-EAST,ABI,56,24.293
-81.651000,29.447000,2020003,"1526",GOES-EAST,ANALYSIS,27,-999.000
-80.997000,26.731000,2020003,"1530",GOES-EAST,ABI,94,45.874
-82.010000,29.989000,2020003,"1546",GOES-EAST,ANALYSIS,27,-999.000
-80.490000,26.580000,2020003,"1556",GOES-EAST,ANALYSIS,27,-999.000
-80.472000,26.683000,2020003,"1556",GOES-EAST,ANALYSIS,31,-999.000
-80.418000,26.769000,2020003,"1556",GOES-EAST,ANALYSIS,31,-999.000
-80.900000,26.493000,2020003,"1601",GOES-EAST,ABI,94,106.605
-80.434000,26.684000,2020003,"1610",GOES-EAST,ABI,27,32.833
-81.925000,30.197000,2020003,"1611",GOES-EAST,ANALYSIS,56,-999.000
-80.662000,26.750000,2020003,"1626",GOES-EAST,ANALYSIS,94,-999.000
-80.412000,26.691000,2020003,"1631",GOES-EAST,ANALYSIS,94,-999.000
-80.599000,26.663000,2020003,"1640",GOES-EAST,ABI,27,61.195
-80.892000,27.732000,2020003,"1641",GOES-EAST,ANALYSIS,56,-999.000
-80.629000,26.469000,2020003,"1650",GOES-EAST,ABI,31,21.526
-81.581000,27.367000,2020003,"1700",GOES-EAST,ABI,94,34.234
-80.599000,26.636000,2020003,"1701",GOES-EAST,ANALYSIS,94,-999.000
-81.605000,31.923000,2020003,"1706",GOES-EAST,ANALYSIS,27,-999.000
-81.583000,31.923000,2020003,"1716",GOES-EAST,ANALYSIS,27,-999.000
-80.506000,26.490000,2020003,"1720",GOES-EAST,ABI,57,55.115
-81.129000,26.841000,2020003,"1720",GOES-EAST,ABI,27,103.820
-81.822000,27.521000,2020003,"1736",GOES-EAST,ANALYSIS,56,-999.000
-80.815000,26.471000,2020003,"1740",GOES-EAST,ABI,31,135.305
-80.816000,26.460000,2020003,"1741",GOES-EAST,ANALYSIS,31,-999.000
-80.816000,26.474000,2020003,"1741",GOES-EAST,ANALYSIS,31,-999.000
-81.823000,27.522000,2020003,"1746",GOES-EAST,ABI,56,24.581
-81.823000,27.522000,2020003,"1750",GOES-EAST,ABI,56,59.021
-81.687000,26.757000,2020003,"1751",GOES-EAST,ANALYSIS,56,-999.000
-81.678000,26.761000,2020003,"1751",GOES-EAST,ANALYSIS,56,-999.000
-80.484000,26.488000,2020003,"1801",GOES-EAST,ANALYSIS,31,-999.000
-80.892000,26.709000,2020003,"1806",GOES-EAST,ABI,31,66.296
-80.552000,26.570000,2020003,"1821",GOES-EAST,ANALYSIS,31,-999.000
-80.671000,26.789000,2020003,"1831",GOES-EAST,ANALYSIS,94,-999.000
-80.476000,26.684000,2020003,"1850",GOES-EAST,ABI,31,158.843
-82.401000,28.697000,2020003,"1850",GOES-EAST,ABI,56,22.511
-82.541000,28.813000,2020003,"1901",GOES-EAST,ANALYSIS,56,-999.000
-80.952000,26.666000,2020003,"1916",GOES-EAST,ABI,94,58.901
-80.931000,26.666000,2020003,"1920",GOES-EAST,ABI,94,151.036
-80.952000,26.666000,2020003,"1920",GOES-EAST,ABI,94,105.990
-80.546000,26.469000,2020003,"1940",GOES-EAST,ABI,27,214.367
-80.738000,26.556000,2020003,"1941",GOES-EAST,ABI,94,20.690
-80.839000,26.514000,2020003,"1946",GOES-EAST,ABI,31,135.036
-80.738000,26.556000,2020003,"1950",GOES-EAST,ABI,94,58.945
-80.839000,26.514000,2020003,"2000",GOES-EAST,ABI,31,178.569
-80.859000,26.514000,2020003,"2000",GOES-EAST,ABI,31,91.574
-80.833000,26.506000,2020003,"2031",GOES-EAST,ANALYSIS,31,-999.000
-80.492000,27.446000,2020003,"2046",GOES-EAST,ANALYSIS,56,-999.000
-80.484000,26.481000,2020003,"2116",GOES-EAST,ANALYSIS,31,-999.000
-80.757000,26.526000,2020003,"2121",GOES-EAST,ANALYSIS,27,-999.000
-80.499000,27.444000,2020003,"2130",GOES-EAST,ABI,56,21.576
-93.477000,37.923000,2020003,"2236",GOES-EAST,ANALYSIS,57,-999.000
-92.302000,37.161000,2020004,"0026",GOES-EAST,ANALYSIS,26,-999.000
-93.437000,38.999000,2020004,"0041",GOES-EAST,ANALYSIS,57,-999.000
-80.677000,26.751000,2020004,"1421",GOES-EAST,ANALYSIS,27,-999.000
-80.997000,26.731000,2020004,"1431",GOES-EAST,ABI,94,44.159
-80.896000,26.481000,2020004,"1436",GOES-EAST,ANALYSIS,94,-999.000
-80.553000,26.577000,2020004,"1440",GOES-EAST,ABI,31,29.961
-81.104000,26.776000,2020004,"1440",GOES-EAST,ABI,27,43.068
-81.104000,26.776000,2020004,"1441",GOES-EAST,ABI,27,33.848
-80.559000,26.685000,2020004,"1510",GOES-EAST,ABI,31,25.856
-80.633000,26.534000,2020004,"1511",GOES-EAST,ABI,31,29.293
-80.633000,26.534000,2020004,"1520",GOES-EAST,ABI,31,29.092
-80.572000,26.508000,2020004,"1526",GOES-EAST,ANALYSIS,27,-999.000
-80.513000,26.966000,2020004,"1536",GOES-EAST,ABI,41,48.327
-80.513000,26.966000,2020004,"1540",GOES-EAST,ABI,41,182.964
-80.533000,26.966000,2020004,"1540",GOES-EAST,ABI,56,138.906
-80.514000,26.987000,2020004,"1540",GOES-EAST,ABI,56,239.532
-80.535000,26.987000,2020004,"1540",GOES-EAST,ABI,56,187.481
-80.629000,26.469000,2020004,"1541",GOES-EAST,ABI,31,19.966
-80.629000,26.469000,2020004,"1550",GOES-EAST,ABI,31,25.447
-80.570000,26.512000,2020004,"1600",GOES-EAST,ABI,27,30.615
-80.520000,27.445000,2020004,"1720",GOES-EAST,ABI,56,34.625
-80.793000,26.449000,2020004,"1800",GOES-EAST,ABI,31,144.213
-94.350000,29.591000,2020004,"1820",GOES-EAST,ABI,31,36.113
-94.350000,29.591000,2020004,"1821",GOES-EAST,ABI,31,33.512
-93.465000,37.771000,2020004,"1856",GOES-EAST,ANALYSIS,57,-999.000
-94.129000,33.965000,2020004,"1900",GOES-EAST,ABI,26,32.165
-94.237000,29.701000,2020004,"1910",GOES-EAST,ABI,31,81.675
-94.237000,29.701000,2020004,"1911",GOES-EAST,ABI,31,87.804
-94.129000,33.965000,2020004,"1926",GOES-EAST,ABI,26,31.746
-91.177000,35.724000,2020004,"1926",GOES-EAST,ANALYSIS,57,-999.000
-92.326000,36.863000,2020004,"1951",GOES-EAST,ANALYSIS,26,-999.000
-94.448000,37.834000,2020004,"1951",GOES-EAST,ANALYSIS,57,-999.000
-94.532000,36.899000,2020004,"2000",GOES-EAST,ABI,57,38.813
-94.530000,36.887000,2020004,"2001",GOES-EAST,ANALYSIS,25,-999.000
-93.388000,37.745000,2020004,"2006",GOES-EAST,ANALYSIS,57,-999.000
-91.890000,29.860000,2020004,"2026",GOES-EAST,ANALYSIS,31,-999.000
-93.141000,36.108000,2020004,"2031",GOES-EAST,ANALYSIS,26,-999.000
-92.139000,35.696000,2020004,"2056",GOES-EAST,ANALYSIS,26,-999.000
-90.783000,29.453000,2020004,"2101",GOES-EAST,ANALYSIS,31,-999.000
-91.319000,29.497000,2020004,"2121",GOES-EAST,ANALYSIS,56,-999.000
-92.165000,35.899000,2020004,"2136",GOES-EAST,ANALYSIS,26,-999.000
-92.606000,38.865000,2020004,"2141",GOES-EAST,ANALYSIS,25,-999.000
-92.095000,29.751000,2020004,"2151",GOES-EAST,ANALYSIS,91,-999.000
-94.538000,35.555000,2020004,"2151",GOES-EAST,ANALYSIS,26,-999.000
-93.189000,39.356000,2020004,"2151",GOES-EAST,ANALYSIS,91,-999.000
-94.099000,32.973000,2020004,"2156",GOES-EAST,ANALYSIS,27,-999.000
-93.204000,40.223000,2020004,"2156",GOES-EAST,ANALYSIS,25,-999.000
-93.434000,35.391000,2020004,"2201",GOES-EAST,ANALYSIS,57,-999.000
-92.505000,37.342000,2020004,"2206",GOES-EAST,ANALYSIS,26,-999.000
-93.060000,30.138000,2020004,"2221",GOES-EAST,ANALYSIS,31,-999.000
-93.773000,39.207000,2020004,"2221",GOES-EAST,ANALYSIS,35,-999.000
-93.588000,35.481000,2020004,"2251",GOES-EAST,ANALYSIS,57,-999.000
-92.693000,38.379000,2020004,"2326",GOES-EAST,ANALYSIS,26,-999.000
-93.904000,38.018000,2020004,"2336",GOES-EAST,ABI,30,26.904
-93.900000,38.018000,2020004,"2336",GOES-EAST,ANALYSIS,55,-999.000
-93.028000,37.046000,2020004,"2346",GOES-EAST,ANALYSIS,57,-999.000
-94.240000,37.445000,2020004,"2346",GOES-EAST,ANALYSIS,91,-999.000
-91.961000,39.409000,2020005,"0116",GOES-EAST,ANALYSIS,55,-999.000
-91.791000,39.701000,2020005,"0136",GOES-EAST,ANALYSIS,57,-999.000
-93.841000,36.740000,2020005,"0346",GOES-EAST,ANALYSIS,57,-999.000
-85.113000,34.287000,2020005,"1251",GOES-EAST,ANALYSIS,27,-999.000
-80.603000,32.335000,2020005,"1321",GOES-EAST,ANALYSIS,94,-999.000
-80.660000,26.704000,2020005,"1416",GOES-EAST,ANALYSIS,94,-999.000
-80.783000,26.622000,2020005,"1420",GOES-EAST,ABI,31,23.433
-92.917000,38.589000,2020005,"1420",GOES-EAST,ABI,25,33.682
-80.997000,26.731000,2020005,"1436",GOES-EAST,ABI,94,70.582
-80.640000,26.706000,2020005,"1436",GOES-EAST,ANALYSIS,31,-999.000
-80.662000,26.728000,2020005,"1436",GOES-EAST,ANALYSIS,27,-999.000
-80.997000,26.731000,2020005,"1440",GOES-EAST,ABI,94,70.798
-81.097000,26.992000,2020005,"1440",GOES-EAST,ABI,94,53.041
-80.532000,26.576000,2020005,"1441",GOES-EAST,ABI,27,49.425
-81.097000,26.992000,2020005,"1441",GOES-EAST,ABI,94,64.007
-80.488000,26.533000,2020005,"1446",GOES-EAST,ABI,31,33.274
-80.557000,26.618000,2020005,"1446",GOES-EAST,ANALYSIS,31,-999.000
-80.600000,26.685000,2020005,"1456",GOES-EAST,ABI,56,35.419
-80.892000,26.709000,2020005,"1456",GOES-EAST,ABI,31,107.225
-80.980000,26.796000,2020005,"1456",GOES-EAST,ABI,94,31.461
-80.911000,26.704000,2020005,"1456",GOES-EAST,ANALYSIS,31,-999.000
-80.600000,26.685000,2020005,"1500",GOES-EAST,ABI,56,41.445
-80.980000,26.796000,2020005,"1510",GOES-EAST,ABI,94,57.481
-80.555000,26.620000,2020005,"1520",GOES-EAST,ABI,31,37.179
-80.555000,26.620000,2020005,"1521",GOES-EAST,ABI,31,50.498
-80.778000,26.643000,2020005,"1526",GOES-EAST,ANALYSIS,27,-999.000
-80.661000,26.664000,2020005,"1536",GOES-EAST,ABI,94,24.221
-80.661000,26.664000,2020005,"1550",GOES-EAST,ABI,94,88.160
-81.104000,26.776000,2020005,"1550",GOES-EAST,ABI,27,39.213
-83.641000,31.064000,2020005,"1551",GOES-EAST,ANALYSIS,94,-999.000
-81.104000,26.776000,2020005,"1601",GOES-EAST,ABI,27,43.486
-80.663000,26.690000,2020005,"1601",GOES-EAST,ANALYSIS,94,-999.000
-80.592000,26.509000,2020005,"1611",GOES-EAST,ANALYSIS,31,-999.000
-83.587000,30.545000,2020005,"1626",GOES-EAST,ANALYSIS,27,-999.000
-81.287000,26.712000,2020005,"1630",GOES-EAST,ABI,56,28.853
-81.287000,26.712000,2020005,"1631",GOES-EAST,ABI,56,28.377
-80.559000,26.685000,2020005,"1700",GOES-EAST,ABI,31,53.613
-80.502000,26.748000,2020005,"1716",GOES-EAST,ANALYSIS,31,-999.000
-80.458000,26.770000,2020005,"1716",GOES-EAST,ANALYSIS,24,-999.000
-80.521000,26.749000,2020005,"1720",GOES-EAST,ABI,94,70.033
-80.490000,26.576000,2020005,"1740",GOES-EAST,ABI,27,198.600
-80.490000,26.576000,2020005,"1741",GOES-EAST,ABI,27,181.139
-80.492000,26.598000,2020005,"1741",GOES-EAST,ABI,27,103.127
-80.465000,26.570000,2020005,"1741",GOES-EAST,ANALYSIS,57,-999.000
-80.490000,26.570000,2020005,"1741",GOES-EAST,ANALYSIS,27,-999.000
-80.490000,26.597000,2020005,"1741",GOES-EAST,ANALYSIS,31,-999.000
-86.761000,30.568000,2020005,"1741",GOES-EAST,ANALYSIS,35,-999.000
-80.669000,26.793000,2020005,"1746",GOES-EAST,ABI,94,28.349
-80.471000,26.965000,2020005,"1746",GOES-EAST,ABI,56,57.919
-86.757000,30.567000,2020005,"1746",GOES-EAST,ABI,35,35.877
-80.670000,26.792000,2020005,"1746",GOES-EAST,ANALYSIS,94,-999.000
-80.358000,26.814000,2020005,"1746",GOES-EAST,ANALYSIS,35,-999.000
-80.470000,26.961000,2020005,"1746",GOES-EAST,ANALYSIS,56,-999.000
-86.757000,30.567000,2020005,"1750",GOES-EAST,ABI,35,34.405
-80.900000,26.493000,2020005,"1800",GOES-EAST,ABI,94,50.948
-80.359000,26.813000,2020005,"1800",GOES-EAST,ABI,35,93.936
-80.900000,26.493000,2020005,"1801",GOES-EAST,ABI,94,38.872
-80.897000,26.492000,2020005,"1801",GOES-EAST,ANALYSIS,94,-999.000
-80.377000,26.814000,2020005,"1801",GOES-EAST,ANALYSIS,35,-999.000
-80.471000,26.965000,2020005,"1810",GOES-EAST,ABI,56,135.228
-80.654000,26.534000,2020005,"1820",GOES-EAST,ABI,43,25.350
-84.031000,31.004000,2020005,"1836",GOES-EAST,ABI,94,25.036
-84.272000,30.246000,2020005,"1846",GOES-EAST,ANALYSIS,27,-999.000
-80.793000,26.449000,2020005,"1910",GOES-EAST,ABI,31,133.078
-91.904000,39.818000,2020005,"1911",GOES-EAST,ABI,57,63.551
-92.034000,39.058000,2020005,"1931",GOES-EAST,ANALYSIS,57,-999.000
-81.065000,26.819000,2020005,"1940",GOES-EAST,ABI,56,102.882
-92.596000,36.319000,2020005,"1946",GOES-EAST,ANALYSIS,26,-999.000
-90.984000,39.532000,2020005,"1946",GOES-EAST,ANALYSIS,25,-999.000
-81.185000,28.999000,2020005,"1951",GOES-EAST,ANALYSIS,56,-999.000
-80.718000,26.578000,2020005,"2020",GOES-EAST,ABI,94,288.540
-80.739000,26.578000,2020005,"2020",GOES-EAST,ABI,94,245.597
-80.950000,26.644000,2020005,"2020",GOES-EAST,ABI,31,59.021
-80.718000,26.575000,2020005,"2021",GOES-EAST,ANALYSIS,94,-999.000
-80.932000,26.631000,2020005,"2021",GOES-EAST,ANALYSIS,31,-999.000
-83.072000,30.298000,2020005,"2031",GOES-EAST,ANALYSIS,56,-999.000
-90.960000,37.886000,2020005,"2031",GOES-EAST,ANALYSIS,25,-999.000
-84.802000,31.406000,2020005,"2036",GOES-EAST,ANALYSIS,27,-999.000
-80.837000,26.492000,2020005,"2040",GOES-EAST,ABI,27,61.651
-80.756000,26.513000,2020005,"2040",GOES-EAST,ABI,31,253.756
-80.826000,26.506000,2020005,"2041",GOES-EAST,ANALYSIS,91,-999.000
-80.751000,26.508000,2020005,"2041",GOES-EAST,ANALYSIS,31,-999.000
-80.546000,26.469000,2020005,"2050",GOES-EAST,ABI,27,84.035
-80.537000,26.466000,2020005,"2051",GOES-EAST,ANALYSIS,57,-999.000
-93.112000,38.380000,2020005,"2056",GOES-EAST,ANALYSIS,25,-999.000
-81.328000,29.154000,2020005,"2100",GOES-EAST,ABI,56,21.782
-93.182000,39.375000,2020005,"2110",GOES-EAST,ABI,37,83.007
-93.182000,39.375000,2020005,"2111",GOES-EAST,ABI,37,109.589
-92.704000,37.550000,2020005,"2111",GOES-EAST,ANALYSIS,57,-999.000
